id,keyword,location,text,target,preprocessed_text
5178,explosion,Africa🌏,"President Muhammadu Buhari has expressed deep sadness over the gas explosion which led to the death of the Chairman, Nigeria…",1,president muhammadu buhari expressed deep sadness gas explosion led death chairman nigeria 
5179,explosion,"Tokyo, Japan",Fat Fox Fanclub x Gorge (disc 2) | Terminal Explosion https://t.co/WDXJyr42zn,0,fat fox fanclub x gorge disc   terminal explosion
5180,explosion,IndieGameGuysPromo@gmail.com,Why won't my blue_aura_Explosion spawn!?!?!? Because the naming convention is aura_blue_Explosion ... #indiedev https:…,0,blue_aura_explosion spawn    naming convention aura_blue_explosion   indiedev https 
5181,explosion,London,China: At least six dead as huge sinkhole swallows bus and pedestrians - Footage posted on social media shows an ex… https://t.co/Fuei3P9d0y,1,china least six dead huge sinkhole swallow bus pedestrian  footage posted social medium show ex 
5182,explosion,THEY/THEM or HE/HIM,(the explosion &amp; implosion occur with each new enemy phaselocked too its GREAT),0, the explosion amp implosion occur new enemy phaselocked great 
5183,explosion,"Perak, Malaysia",2020 might be worse than 2019. • WW3 threats. • Taal Volcano explosion after how many years. • Australia fire. • Indonesi…,0,might worse   threats  taal volcano explosion many years  australia fire  indonesi 
5184,explosion,Walthamstow,Have you seen our current exhibition yet?! An explosion of colour from pupils at with their exhibition “M…,0,seen current exhibition yet  explosion colour pupil exhibition m 
5185,explosion,no_location,#BREAKINGNEWSNOW:(DEVELOPING)Talisay mayor Gerry Natanauan has requested the authorities for a total lockdown of hi… https://t.co/n0HiSMDOFi,0, breakingnewsnow developing talisay mayor gerry natanauan requested authority total lockdown hi 
5186,explosion,"Staines-upon-Thames, South East","There must have been a coffee explosion on this carriage. Floor is plastered in it. The stench is overpowering, but has perked me up.",0,must coffee explosion carriage floor plastered it stench overpowering perked up 
5187,explosion,phx —— he/him ♎︎,“I see why gay people are celebrating the explosion” lmaooo 💀,0, i see gay people celebrating explosion lmaooo
5188,explosion,no_location,nobody: absolutely nobody: every YouTuber ever: so a few people asked for this video 😂 *edit in 100 comments of p…,0,nobody absolutely nobody every youtuber ever people asked video edit comment p 
5189,explosion,6+1 rσmєσs ∞ | 10 + 1 | multi,lol lol lol you should not blame or put your anger on taal volcano’s explosion. no can can predict nature’s rage.,0,lol lol lol blame put anger taal volcano s explosion predict nature s rage 
5190,explosion,no_location,"Thread: ""How Pragya Thakur and Lt Col Purohit carried out the Malegaon bomb blast in 2008"" On 29 Sept near 2008, a bomb e…",0,thread  how pragya thakur lt col purohit carried malegaon bomb blast  sept near  bomb e 
5191,explosion,"Lagos, Nigeria",Let’s get the Starboy to 15k subscribers Before #AFROSERIES explosion 💥 Terri https://t.co/lmXx1YDqZI via,0,let s get starboy subscriber afroseries explosion terri via
5192,explosion,no_location,The bomb was delivered with a massive wholesom… https://t.co/93laHMWBEY,0,bomb delivered massive wholesom 
5193,explosion,Shadowbannia,The story that won't die. 2 more dogs. Cane Corsos. https://t.co/7oQxpwqIKh,0,story die dogs cane corsos 
5194,explosion,no_location,"My numbers on a 4000% increase in gender dysphoric children are not wrong, see study below. NIH, Los Angeles evaluating Pub…",0,number  increase gender dysphoric child wrong see study below nih los angeles evaluating pub 
5195,explosion,no_location,"I'm not the gf who takes effort to do "" explosion box , reasons why ily , open when.. "" I'm sucha lazyyyyyy girl !! Even in this 🤣 ! Ugh",0,i m gf take effort  explosion box  reason ily  open when   i m sucha lazyyyyyy girl  even  ugh
5196,explosion,UK,Population explosion,0,population explosion
5197,explosion,THEY/THEM or HE/HIM,when i phaselock an enemy it: - makes them fight their allies &amp; draws aggro - pulls enemies near - causes an explos… https://t.co/TLSANxwU5X,0,phaselock enemy it  make fight ally amp draw aggro  pull enemy near  cause explos 
5198,explosion,PUPUNTA ANG PILIPINAS SA BTS,taehyung replying (on a weverse post) about the situation here in the Philippines (the explosion of taal) and said “late…,0,taehyung replying on weverse post situation philippine the explosion taal said late 
5199,explosion,Republic of the Philippines...,President Duterte flew back to Manila from Davao City this morning. Sen. Bong Go said they were the first to land in Manila…,0,president duterte flew back manila davao city morning sen bong go said first land manila 
5200,explosion,no_location,Marijuana has nothing to do with our homeless explosion. Fault for that is 100% on t… https://t.co/Xmu5I61NIh,0,marijuana nothing homeless explosion fault  t 
5201,explosion,no_location,"The sun is a big gas explosion waiting to happen at anytime. When it does, its lights out immediately.",0,sun big gas explosion waiting happen anytime does light immediately 
5202,explosion,"Norway, Trondheim","If you convert one kilogram of mass into energy, you create 0.00009 zettajoules of energy. The world's largest nuclear…",0,convert one kilogram mass energy create  zettajoules energy world s largest nuclear 
5203,explosion,no_location,"Huge explosion and fire in a chemical plant in Zhuhai today. The fire was not out by 3pm, People’s Daily reported, citing a vi…",1,huge explosion fire chemical plant zhuhai today fire  people s daily reported citing vi 
5204,explosion,no_location,Update: Phreatic explosion of Taal Volcano is still ongoing as of 4:30 PM https://t.co/gvn7Z806Wy,1,update phreatic explosion taal volcano still ongoing  pm
5205,explosion,no_location,"f you are bored of ordinary gifts and looking for something unique to surprise your loved ones, explosion boxes are… https://t.co/Z4vlgSqwIN",0,f bored ordinary gift looking something unique surprise loved ones explosion box are 
5206,explosion,no_location,Except it hasn’t worked. People ha… https://t.co/F1fPjwqxGS,0,except hasn t worked people ha 
5207,explosion,no_location,Massive bomb explosion tonight in #Stockholm #Sweden. Could be heard across the city. Must be the largest bomb in Sthlm in…,1,massive bomb explosion tonight stockholm sweden could heard across city must largest bomb sthlm in 
5208,explosion,Japan Real Japanese  本庄がホームコース,Canal Blue TME now live in the Torque GT showroom... https://t.co/XfrEsK24UE In the past few years we’ve witnessed an explosi…,0,canal blue tme live torque gt showroom  past year we ve witnessed explosi 
5209,explosion,"Los Angeles, CA",This explosion of practical effects in the restored original ending... you love to see it! https://t.co/syt1wZ0s7k,0,explosion practical effect restored original ending  love see it 
5210,explosion,Valenzuela,President Duterte on visiting areas affected by Taal Volcano explosion: Kainin ko pa yang ash fall na ya…,1,president duterte visiting area affected taal volcano explosion kainin ko pa yang ash fall na ya 
5211,explosion,"Youhr Mahms, VA",So I just got woken up out of a dead sleep by the LOUDEST boom of thunder that sounded like an explosion and for li… https://t.co/rGa8rwyru7,0,got woken dead sleep loudest boom thunder sounded like explosion li 
5212,explosion,"Dallas,Texas","#UPDATE Enormous sinkhole swallows a bus and pedestrians in northwest China, sparking an explosion. Six killed, four missing h…",1, update enormous sinkhole swallow bus pedestrian northwest china sparking explosion six killed four missing h 
5213,explosion,Republic of the Philippines,My flight got cancelled going back to Manila today due to the Taal volcano explosion. Ashfall reaches Manila. Just want…,1,flight got cancelled going back manila today due taal volcano explosion ashfall reach manila want 
5214,eyewitness,"New York City & New Jersey & Washington, D.C.","""The point of the visit is basically to assess the damage and determine how we can best help... to find out what we can do to h…",0, the point visit basically ass damage determine best help  find h 
5215,eyewitness,"Michigan, USA",New eyewitness has stepped forward to testify. https://t.co/BiQElyoHIm,0,new eyewitness stepped forward testify 
5216,eyewitness,Global Citizen,This is devastating. It's an eyewitness from wild telling humans the stress and sufferings they faced 😢 https://t.co/L8IQmPdYjk,0,devastating eyewitness wild telling human stress suffering faced
5217,eyewitness,no_location,I'm always skeptical about eyewitness testimony even in a…,0,i m always skeptical eyewitness testimony even a 
5218,eyewitness,Dhivehi Raajje (Maldives),I'm always skeptical about eyewitness testimony eve… https://t.co/9fuheOcD8g,0,i m always skeptical eyewitness testimony eve 
5219,eyewitness,The space inbetween,People have talked about the “five observables“....but back in 2014 The members of ITF put together their own list of…,0,people talked five observables   but back member itf put together list of 
5220,eyewitness,"Auckland, New Zealand","If you are not an eyewitness, you are a false witness (Exodus 20:16). If you didn’t see it, you shouldn’t be gossippin…",0,eyewitness false witness exodus   didn t see it shouldn t gossippin 
5221,eyewitness,United States,PLP Leader calls PM a hypocrite on campaign finance reform pledge - EyeWitness News #campaignfinance https://t.co/Mq2g7iv8ZT,0,plp leader call pm hypocrite campaign finance reform pledge  eyewitness news campaignfinance
5222,eyewitness,no_location,".. piece was part of a consignment delivered to Pak Army. This was promptly shared with the US. Unsurprisingly, the US refuse…",0,  piece part consignment delivered pak army promptly shared us unsurprisingly u refuse 
5223,eyewitness,no_location,I’m going to start watching eyewitness news now 😂😂🤣😂 https://t.co/VAyrdlTJeM,0,i m going start watching eyewitness news
5224,eyewitness,Nigeria,"If you are not an eyewitness, you are a false witness (Exodus 20:16). If you didn’t see it, you shouldn’t be gossippin…",0,eyewitness false witness exodus   didn t see it shouldn t gossippin 
5225,eyewitness,Somewhere in the Good old USA!,"Akira Kurosawa's movie, which told conflicting versions of four eyewitness accounts of a murder and rape in 8th century Japan, won…",0,akira kurosawa s movie told conflicting version four eyewitness account murder rape century japan won 
5226,eyewitness,no_location,"Interesting take, Pastor John. I take it you are saying the entire gospel of Luke (and also the Acts of the Apostles) shou…",0,interesting take pastor john take saying entire gospel luke and also act apostles shou 
5227,eyewitness,no_location,do it for tony #WeWantEyewitnessSeason2,0,tony 
5228,eyewitness,no_location,You know what’s scary af? The 2 types of evidence jurors find most persuasive are the *most* unreliable - confessions an…,0,know what s scary af type evidence juror find persuasive most unreliable  confession an 
5229,eyewitness,"Nyanga, South Africa","The only eyewitness alive, He was even there yesterday for another homicide https://t.co/Ds9FkLQ7mc",0,eyewitness alive even yesterday another homicide
5230,eyewitness,"New Delhi, Delhi","This seems to be an eyewitness account, really",0,seems eyewitness account really
5231,eyewitness,no_location,"Bob Wall, an employee of Arsenal F.C since 1928, worked as an assistant to Herbert Chapman, then Secretary, General… https://t.co/aAcqLz9Ogl",0,bob wall employee arsenal f c since  worked assistant herbert chapman secretary general 
5232,eyewitness,"Florida, USA",. investigates whether changes could be coming for officers who are supposed to help keep your children safe at school.…,0, investigates whether change could coming officer supposed help keep child safe school 
5233,eyewitness,South Africa,The Philippine maid recording the video was arrested! #HKpolice is trying to silence an #eyewitness!! https://t.co/olT6x4MLTW,0,philippine maid recording video arrested  hkpolice trying silence eyewitness 
5234,eyewitness,South Africa,What could she have done?! EYEWITNESS?!,0,could done  eyewitness 
5235,eyewitness,Pacific NW,"#ColoradoDrones Hey guys, been through 50 articles and still don't have an answer. What kind of drones are being flown o…",0, coloradodrones hey guys article still answer kind drone flown o 
5236,eyewitness,Baltimore,"You're putting a lot of weight on the phrase ""with knowledge of the conversation."" As… https://t.co/nPypnkaEO6",0,putting lot weight phrase with knowledge conversation  as 
5237,eyewitness,no_location,please hear us!! #WeWantEyewitnessSeason2,0,please hear us  
5238,eyewitness,"Washington, DC area","Turkish-backed Syrian militia remove Kurdish people, culture in north Syria: Eyewitness https://t.co/AHDALzpQZv",0,turkish backed syrian militia remove kurdish people culture north syria eyewitness
5239,eyewitness,no_location,"abnormally ambient eyewitness, proceeding and eighth, ensconced beside muscled residency.",0,abnormally ambient eyewitness proceeding eighth ensconced beside muscled residency 
5240,eyewitness,Colorado,Wouldn't want any eyewitness reports complicating the message.,0,want eyewitness report complicating message 
5241,eyewitness,"Portland, OR",Book Review: DK Eyewitness: Cuba https://t.co/B87Q8mVpWj,0,book review dk eyewitness cuba
5242,eyewitness,"Huntsville, AL",No and I never heard of people who say they are innocent and refuse to call eyewitness testimony to c… https://t.co/DhTD2WV0sw,0,never heard people say innocent refuse call eyewitness testimony c 
5243,eyewitness,no_location,Breaking eyewitness footage shows elephants who were forced to participate in the cruel Chitwan Elephant… https://t.co/D7qIXPb2Pz,0,breaking eyewitness footage show elephant forced participate cruel chitwan elephant 
5244,eyewitness,USA,"Trump has the power to end this ""never-ending charade"" by not withhold… https://t.co/0WD9EEFWm6",0,trump power end never ending charade withhold 
5245,eyewitness,no_location,do it for philip #WeWantEyewitnessSeason2,0,philip 
5246,eyewitness,"florida, usa","lifewtr hits like eyewitness (1994-1997) on PBS or, like, on the TV in your elementary school classroom https://t.co/4XiDVrzDbq",0,lifewtr hit like eyewitness   pb or like tv elementary school classroom
5247,eyewitness,United States,"There, not here: How new marijuana laws in Illinois may affect Indiana border counties | Eyewitness ... https://t.co/Q8pyPqm7zZ #cannabis",0,there here new marijuana law illinois may affect indiana border county  eyewitness   cannabis
5248,eyewitness,India,Australia ablaze: Up close and in your face https://t.co/p5cRnnhbdd One of today’s most respected climate scientists is …,0,australia ablaze close face one today s respected climate scientist 
5249,eyewitness,no_location,"What exactly happened at the Baba Yara Sports Stadium? Our linterview with an eyewitness, Nhyira FM journalist, Owusu Bem…",0,exactly happened baba yara sport stadium linterview eyewitness nhyira fm journalist owusu bem 
5250,eyewitness,"Old Saybrook Center, CT","My dad, #Thaihistory’s eyewitness, as a teen studying at #SuanKularb, living at &amp; before Rajdamnoen boxing stadium was…",0,dad  thaihistory s eyewitness teen studying suankularb living amp rajdamnoen boxing stadium was 
5251,eyewitness,"Bangkok, Thailand","My dad, #Thaihistory’s eyewitness, as a teen studying at #SuanKularb, living at &amp; before Rajdamnoen boxing stadium… https://t.co/EVfWtuaIVA",0,dad  thaihistory s eyewitness teen studying suankularb living amp rajdamnoen boxing stadium 
5252,eyewitness,"Washington, DC",New eyewitness has stepped forward to testify. https://t.co/BiQElyoHIm,0,new eyewitness stepped forward testify 
5253,eyewitness,Globaly International,"I think this will belong in court then, this is not an accident. I’ve provided eyewitness accounts by thr… https://t.co/AKEzUyB7jN",0,think belong court then accident i ve provided eyewitness account thr 
5254,eyewitness,no_location,You look at it as a believer. You have to justify scriptu… https://t.co/xPSRzQMt1u,0,look believer justify scriptu 
5255,eyewitness,no_location,we want to see that cave sex #WeWantEyewitnessSeason2,0,want see cave sex 
5256,eyewitness,"Connecticut, USA",BREAKING NEWS: Four people found dead in Florida and there could be possible ties to Connecticut. The latest on tha… https://t.co/DkDS7LqagW,1,breaking news four people found dead florida could possible tie connecticut latest tha 
5257,eyewitness,no_location,A Woman Claimed She Recruited a 13-Year-Old Girl for Donald Trump and Jeffrey Epstein to Rape – Deep South Voice. Deta…,0,woman claimed recruited year old girl donald trump jeffrey epstein rape  deep south voice deta 
5258,eyewitness,Orlando,#kimmel TONIGHT: #ZachWoods and music by at 11:35 on #wftv right after Eyewitness News at… https://t.co/IEm8YqA5zp,0, kimmel tonight  zachwoods music  wftv right eyewitness news at 
5259,eyewitness,"Phoenix, AZ",I ask b/c this isn’t challenged much by historians. The NT books have 1 cntry eyewitness accounts of h… https://t.co/oqwhMmYdGO,0,ask b c isn t challenged much historians nt book cntry eyewitness account h 
5260,eyewitness,"Charlotte, NC",Watauga County- several roads damaged from the heavy rain this weekend. The work being done today to make repairs before…,1,watauga county several road damaged heavy rain weekend work done today make repair before 
5261,eyewitness,no_location,Watauga County- several roads damaged from the heavy rain this weekend. The work being done today to make repairs… https://t.co/pl7FXEgIaz,1,watauga county several road damaged heavy rain weekend work done today make repairs 
5262,eyewitness,no_location,"“She was resting her head on the back of his neck and leaning into him,” an eyewitness told In Touch exclusively about J…",0, she resting head back neck leaning him  eyewitness told touch exclusively j 
5263,eyewitness,United States,Some more relevant details: https://t.co/ZCu9Yad9Y6 367 DNA exonerees to date 69%: Involved e… https://t.co/iWSRxKndSY,0,relevant details dna exonerees date  involved e 
5264,eyewitness,no_location,Our Katie Moore had an exclusive interview with before the #CFBPlayoff. You can watch that tonight on Ey…,0,katie moore exclusive interview cfbplayoff watch tonight ey 
5265,eyewitness,no_location,Getting rid of an eyewitness perhaps? Poor lady no doubt would be very scared.,0,getting rid eyewitness perhaps poor lady doubt would scared 
5266,eyewitness,no_location,"RT butch hartman Be fantastic on the web. I just found out my eyewitness of 60 years is a domination "" ~ Shadow the Hedgehog",0,rt butch hartman fantastic web found eyewitness year domination   shadow hedgehog
5267,eyewitness,Northeast PA,https://t.co/Pvel8bisjz. The latest on the investigation tonight on Eyewitness News at 11.,0,latest investigation tonight eyewitness news 
5268,eyewitness,"Wilkes-Barre, PA",https://t.co/Pvel8bisjz. The latest on the investigation tonight on Eyewitness News at 11.,0,latest investigation tonight eyewitness news 
5269,eyewitness,"Wilkes-Barre, PA","ICYMI: Lewisburg Promotes Walk It! Bike It! https://t.co/jVnaqEPIsK (Via EYEWITNESS NEWS WBRE, WYOU)",0,icymi lewisburg promotes walk it bike it  via eyewitness news wbre wyou 
5270,eyewitness,"Knoxville, TN",Two stories. 1) I was excited about this new turtle I'd learned about. It was an alligator snappi… https://t.co/x04hkg8ESF,0,two stories  excited new turtle i d learned about alligator snappi 
5271,eyewitness,no_location,Listen to this eyewitness on the border: “They were the worst conditions that I’ve ever seen in the United States of Americ…,0,listen eyewitness border  they worst condition i ve ever seen united state americ 
5272,eyewitness,"Bangalore, India","Her autopsy found that she was shot more than 20 times, and had both her legs broken indicating severe physical assault, l…",1,autopsy found shot times leg broken indicating severe physical assault l 
5273,eyewitness,"Brooklyn, NY","Yes, that Jane Doe had a Dec 2016 court date, sworn eyewitness testimony (Tiffany Doe) and sworn fr… https://t.co/NMqc4vHT1m",0,yes jane doe dec court date sworn eyewitness testimony tiffany doe sworn fr 
5274,eyewitness,"New Orleans, LA",Our Katie Moore had an exclusive interview with before the #CFBPlayoff. You can watch that tonight… https://t.co/CH2F6JxeZA,0,katie moore exclusive interview cfbplayoff watch tonight 
5275,eyewitness,Orlando,Will hearts break? The truth could hurt when #TheGoodDoctor returns TONIGHT at 10 on #wftv followed by Eyewitness N… https://t.co/QvKezpPvEb,0,heart break truth could hurt thegooddoctor return tonight wftv followed eyewitness n 
5276,eyewitness,no_location,Hmmm. I’ve seen eyewitness hand drawn pictures of a certain pair of brothers who were in the vicinity at th…,0,hmmm i ve seen eyewitness hand drawn picture certain pair brother vicinity th 
5277,eyewitness,The dump,"I think about this stuff a lot, like how far an eyewitness testimony can go in our court of law, an… https://t.co/J0KpLjl4cu",0,think stuff lot like far eyewitness testimony go court law an 
5278,eyewitness,Everywhere,"It wasn't rushed fake account. Donald Trump refuse to testify, he ref… https://t.co/jfdxoRQV3P",0,rushed fake account donald trump refuse testify ref 
5279,eyewitness,no_location,Get your news from overnight and weather and traffic before you head out the door in the morning! Watch Eyewitness News This Mor…,0,get news overnight weather traffic head door morning watch eyewitness news mor 
5280,eyewitness,Orlando,Get your news from overnight and weather and traffic before you head out the door in the morning! Watch Eyewitness… https://t.co/AX9cIbChuI,0,get news overnight weather traffic head door morning watch eyewitness 
5281,famine,"Puerto Rico, USA","Braveheart Freedom Speech (HD) https://t.co/MRqEax6cNX via GOD SAYS SCOTLAND, IRELAND,ENGLAND TOLERATE EAC… https://t.co/mNOnQrVEsW",0,braveheart freedom speech hd via god say scotland ireland england tolerate eac 
5282,famine,no_location,"In #WWI although #Iran didn't pick any side, 9 million Iranians, half the population of the country, were killed by the…",1, wwi although iran pick side million iranians half population country killed the 
5283,famine,iar na h-alba,"The famine is over, fenians, why don't you go home 😤😤😤 https://t.co/RT8AGvT8TQ",0,famine over fenians go home
5284,famine,"Tema, Ghana","Think of it. When Pharaoh put Joseph in charge of Egypt to STORE UP ahead of time for a coming famine (Gen 41), Joseph…",0,think it pharaoh put joseph charge egypt store ahead time coming famine gen  joseph 
5285,famine,Nairobi,"Each financial year money is allocated for disaster management, but we still raise paybills during famine and floods #UhuruAddress",0,financial year money allocated disaster management still raise paybills famine flood uhuruaddress
5286,famine,"Belfast, Northern Ireland",Ex-British PM John Major shelved Famine commemoration https://t.co/upxLHrBJiR,0,ex british pm john major shelved famine commemoration
5287,famine,Lagos Nigeria,#Famine #Jacob #Israel #Joseph #Egypt #Pharaoh #Moses #Redsea #Promisedland🏃🏃🏃,0, famine jacob israel joseph egypt pharaoh moses redsea promisedland
5288,famine,Unsustained,The way the Clinton fam uses poor black nation's disasters &amp; famine as a piggybank is disgus… https://t.co/R0kL8326T0,0,way clinton fam us poor black nation s disaster amp famine piggybank disgus 
5289,famine,𝘞𝘐𝘛𝘏 𝘛𝘏𝘌 𝘚𝘖𝘜𝘓𝘚,"〝 ah, that’s why. We can’t let you do that. if we must destroy you then so b… https://t.co/XxMt7vISsi",0, ah that s why can t let that must destroy b 
5290,famine,Hyderabad,"Adolf Hitler took 12 years to murder 6 million Jews. Whereas, 4 million Indians were killed in just one year only in the B…",1,adolf hitler took year murder million jews whereas million indian killed one year b 
5291,famine,no_location,Ireland and Iran share a common link. Both countries suffered a great famine. Both countries occupied by Britain. In b…,0,ireland iran share common link country suffered great famine country occupied britain b 
5292,famine,no_location,"Tope&amp;Bamike Oladipo Adenibuyan and all #BamTeddy fam, as the Lord favoured Joseph&amp;promoted him in the midst of famine&amp;…",0,tope amp bamike oladipo adenibuyan bamteddy fam lord favoured joseph amp promoted midst famine amp 
5293,famine,no_location,"For fuuuuull disclosure: colonialism was an awful, awful thing. The way that we treated our fellow humans, for our… https://t.co/WMg0cTj1Hz",0,fuuuuull disclosure colonialism awful awful thing way treated fellow humans our 
5294,famine,Larrakia,"RT #UNOCHA: RT OCHAHaiti: ‘The current food security situation is dramatic, and there is no hurricane, no earthquak… https://t.co/ISlxwciywi",1,rt unocha rt ochahaiti  the current food security situation dramatic hurricane earthquak 
5295,famine,no_location,This world is ending Earthquakes Floods Half of Australia on fire Locusts in Somalia Ethiopia &amp; Kenya Trump about to star…,0,world ending earthquake flood half australia fire locust somalia ethiopia amp kenya trump star 
5296,famine,Abuja,"Imam Darimi narrated that after the Prophet left the world, Madinah faced severe drought and famine. The people of the ci…",0,imam darimi narrated prophet left world madinah faced severe drought famine people ci 
5297,famine,no_location,2010-19 seasons have been such a strange decade for the #49ers 80-79-1 record Four 10 win seasons Five 10 loss seasons F…,0, season strange decade   record four win season five loss season f 
5298,famine,"West London, England","The Highland Clearances weren't mentioned when I was at school (in England), but the (Great) Irish… https://t.co/Rw47dvh60F",0,highland clearance mentioned school in england  great irish 
5299,famine,no_location,"Oh, and those alleged deaths often come from wars. The Soviets from fighting the Nazis, and… https://t.co/qPdX8fypbP",0,oh alleged death often come wars soviet fighting nazis and 
5300,famine,no_location,"36. And now therefore thus saith the LORD, the God of Israel, concerning this city, whereof ye say, It shall be delivered int…",0, therefore thus saith lord god israel concerning city whereof ye say shall delivered int 
5301,famine,"Puerto Rico, USA","GOD SAYS SCOTLAND, IRELAND,ENGLAND TOLERATE EACH OTHER, YOU MUST DO THIS. REMEMBER GREAT IRISH POTATO FAMINE,ENGLAN… https://t.co/f42cZCc9Rq",0,god say scotland ireland england tolerate other must this remember great irish potato famine englan 
5302,famine,"Puerto Rico, USA","GOD SAYS SCOTLAND, IRELAND,ENGLAND TOLERATE EACH OTHER, QUESTION ALL REMEMBER GREAT IRISH POTATO FAMINE,ENGLAND STA… https://t.co/VOoYshDAqV",0,god say scotland ireland england tolerate other question remember great irish potato famine england sta 
5303,famine,The land of Sanatan Dharma,The Britain had tendered apologies to other nations including Kenya but India is totally ignored Israel has not yet forgot…,0,britain tendered apology nation including kenya india totally ignored israel yet forgot 
5304,famine,Entebbe - Kitala,"For example, Isaac and Ishmael were blessed because of Abraham. Jacob received a blessing because of Isaac his fath… https://t.co/BBJ6mZYeKq",0,example isaac ishmael blessed abraham jacob received blessing isaac fath 
5305,famine,no_location,THREAD: The book of Ruth Begins as if it's going to be a story about a man: 'In the days when the judges judged there w…,0,thread book ruth begin going story man  in day judge judged w 
5306,famine,Bhubaneswar,"The British were also responsible for the famines in 1770, 1783, 1866, 1973, 1892 &amp; 1897 that, took more than 14 million li…",1,british also responsible famine     amp that took million li 
5307,famine,Earth,President Edgar Lungu told journalists his buying military weap…,0,president edgar lungu told journalist buying military weap 
5308,famine,Earth,#Zambia's president Edgar Lungu instead of allocating $10 million dollars to provide food to 2.6 million Zambians affected…,0, zambia s president edgar lungu instead allocating  million dollar provide food  million zambian affected 
5309,famine,United Kingdom,Do English schools teach Irish or Scottish history. Under Cromwell raped &amp; killed hundreds of thousands of Irish. England…,1,english school teach irish scottish history cromwell raped amp killed hundred thousand irish england 
5310,famine,no_location,"Hunger in Haiti: Ten years after catastrophe struck, a new crisis looms https://t.co/6PcrZpZCw0",1,hunger haiti ten year catastrophe struck new crisis loom
5311,famine,Naas Inyung Bay nag Tago,"Through drought and famine, natural disasters My baby has been around for me",0,drought famine natural disaster baby around
5312,famine,United States,"Riff Rundown: Between the Buried and Me's ""Famine Wolf"" https://t.co/mxumEisuCu",0,riff rundown buried me s famine wolf 
5313,famine,no_location,"“Who shall separate us from the love of Christ? shall tribulation, or distress, or persecution, or famine, or naked… https://t.co/zBsb51JSul",0, who shall separate u love christ shall tribulation distress persecution famine naked 
5314,famine,India,A Full-Scale Nuclear Winter Would Trigger a Global Famine. Here's What We Would Eat #sciencealert #aboveignorance… https://t.co/LXQeAuykvm,0,full scale nuclear winter would trigger global famine here s would eat sciencealert aboveignorance 
5315,famine,Riga,Coming soon: British journalist John Sweeney's book about Stalin's genocidal Ukrainian famine and the terrible power o…,1,coming soon british journalist john sweeney s book stalin s genocidal ukrainian famine terrible power o 
5316,famine,"Egypt, Mississippi/ Atlanta, GA.",A world without healthy CO2 levels is a world of crop failures and famine. CO2 levels have been up to 10x higher in the past…,0,world without healthy level world crop failure famine level higher past 
5317,famine,"Nairobi, Kenya","Locust invasion headache: “The issue of insects for every country is extremely strategic, it is as strategic as the wa…",0,locust invasion headache  the issue insect every country extremely strategic strategic wa 
5318,famine,Black Creek BC,"at the same time, we might have to prepare for a huuuge onslaught by c…",0,time might prepare huuuge onslaught c 
5319,famine,Takara,Going back through my works serves as a reminder that I adore writing. I've been so focused on my characters that I… https://t.co/ShVURxegXT,0,going back work serf reminder adore writing i ve focused character i 
5320,famine,Black Creek BC,"at the same time, we might have to prepare for a huuuge ons… https://t.co/K9pbsabo1H",0,time might prepare huuuge ons 
5321,famine,"Cardiff, Wales","""Audiences needed to share their thoughts collectively."" Interview with Cherry Smyth about performing FAMISHED to British…",0, audiences needed share thought collectively  interview cherry smyth performing famished british 
5322,fatal,"Wien,Niederösterreich,Mallorca","Blackmail, intrigue, forbidden love interests &amp; a near fatal mantra gone wrong, stretch the bonds of friendship like never b…",0,blackmail intrigue forbidden love interest amp near fatal mantra gone wrong stretch bond friendship like never b 
5323,fatal,no_location,"Chronic stress and exhaustion may be a risk factor for developing a potentially fatal heart flutter, new research suggests https:…",0,chronic stress exhaustion may risk factor developing potentially fatal heart flutter new research suggests https 
5324,fatal,UK,"#CorpGov::: #Boeing CEO Muilenburg $62M payout announced same time as 2,800 layoffs. The substant… https://t.co/xDbzXmiaR1",0, corpgov   boeing ceo muilenburg  payout announced time  layoffs substant 
5325,fatal,no_location,"Before June 2019, there are about 60ppl suicide each month regularly. After June, fatal cases increase… https://t.co/eGgDCnbX3j",1,june  suicide month regularly june fatal case increase 
5326,fatal,"Ibadan, Nigeria","""From the knowledge of that fatal necessity that reduces man to dust we pass to a contemptuous contemplation of the nothing…",0, from knowledge fatal necessity reduces man dust pas contemptuous contemplation nothing 
5327,fatal,"Phoenix, AZ","Chronic stress and exhaustion may be a risk factor for developing a potentially fatal heart flutter, new research suggests https:/…",0,chronic stress exhaustion may risk factor developing potentially fatal heart flutter new research suggests https  
5328,fatal,Italia,Fatal shootings by police in 2018: 🇮🇸-0 🇫🇮-3 🇸🇪-6 🇫🇷-26 🇨🇦-36 🇺🇸-992 Imagine: Walter Scott—and so many others—would be al…,0,fatal shooting police        imagine walter scott and many others would al 
5329,fatal,"London, England",The #EU continues its suicidal actions. This inflexible approach is likely fatal - but ‘principals’ Brexit latest:… https://t.co/t9xoVSYYLv,0, eu continues suicidal actions inflexible approach likely fatal  principals brexit latest 
5330,fatal,"England, United Kingdom",#CHARGED | Detectives investigating the murder of 29yo Leshawn Williams in #Newham on 21 Dec have charged a second man wit…,1, charged  detective investigating murder leshawn williams newham dec charged second man wit 
5331,fatal,FT. Myers,Crime Stoppers ask for public's help in locating fatal hit-and-run suspect https://t.co/DCOePqaxuO,1,crime stopper ask public s help locating fatal hit and run suspect
