id,keyword,location,text,target
447,army,"अंबाला कैंटोनमेंट क्षेत्र, Amb","Whenever surgical strikes happen, they do not believe the army's stands and even the PM's statements. They keep asking for e…",1
448,army,방탄소년단의 마음 ...💜,200114 Army: everyone help the Philippine ARMYs... please.🙏🏻 #PrayforThePhilippines V: these my heart hurts a lot. plea…,0
449,army,"Houston, TX",The latest #Bloodshot trailer has Vin Diesel rebelling from an army of super soldiers (via ) https://t.co/aU…,0
450,army,,아미 사랑꾼들 어떻게 안사랑해 ㅠㅠ CONNECT WITH ARMY #iHeartAwards #BTSARMY #BestFanArmy https://t.co/ffRuNz8dvp,0
451,arson,,Bernie and Warren are the two most progressive presidential candidates in a generation. Remind yourself of this before we…,0
452,arson,"Belfast, Northern Ireland",Firefighter Let Out of Jail Despite 'Serious Sex Offenses' Arrested for Starting 17 Fires in Australia https://t.co/GiMhYIlwGC,1
453,arson,Stockholm,"Australia since 1910. This one image says it all. Arson, my ass... total denier bollocks #AustralianBushfireDisaster…",0
454,arson,"Retford, England",Funny (not) how the Australian authorities have investigated nearly 200 people for arson and already charged some.… https://t.co/6MaT9MYXGa,1
455,arson,,Interesting. I posted a few caustic tweets about the failing Morrison government and Pauline Hanson. Then the #Newspoll came…,0
456,arson,"California, USA",Please at least try and do some research first before you speak. Lighting and humans started the Aussie fires. They t…,0
457,arson,"Victoria, Australia",I believe this is the most credible current information on arsonists and… https://t.co/5aunr5kveV,1
458,arson,USA,Climate Change Or Arson Jihad? - https://t.co/BNYlRJsACJ A look into what's behind the Australian wildfires.,1
459,arson,Bangalore,It's 13 yrs old but imagine they were #JNU students For burning US flag 3 Yale students (1 Xtian &amp; 2 Muslm names) were ch…,1
460,arson,"Helsinki, Finland","""Only about 1 per cent of the land burnt in NSW this bushfire season can be officially attribu… https://t.co/prCXHHyt1B",1
461,arson,Mind your own bloody business,Is this arson bastardry a co-ordinated global Greens scheme to convince the world Co2 is causing global warming and t…,0
462,arson,Odisha/Bangalore,I don't know why they Hon Judges get carried away? they should have stuck to the law. No one is den… https://t.co/gwDfJdcsaN,0
463,arson,Great Lakes,Arson and failure to enact controlled burning. Easy,0
464,arson,Washington State,"The viral false claim that nearly 200 arsonists are behind the Australia fires, explained https://t.co/V8mJfFmBPh HANNITY…",1
465,arson,,No just plain hard facts. Australia has always had fires - Tony Heller… https://t.co/pSFW3bHioq,0
466,arson,Milkyway Galaxy,190 people arrested for arson!,1
467,arson,,I’ve had a number of messages saying that the media is ignoring arson as a major cause of the Australia bushfire crisis.…,0
468,arson,,"Newscorp digging deeper. Adverse publicity about their coverage of bushfires, insistence on concentrating on arson, backbur…",0
469,arson,"Victoria, Australia",The inquiry will show an alarming increase in the numb…,0
470,arson,"Melbourne, Victoria","Climate change is now the #1 cause of arson. Or perhaps arson is the #1 cause of #ClimateChange Whatever it is, the sol…",0
471,arson,united states,"Two of the most recent studies say there are between 52,000 and 54,000 bushfires in Australia every year. Of…",0
472,arson,Turrbul/Jagera,Still waiting for the scientific data supporting arson rate increases....,0
473,arson,united states,"In Ilhan’s world, arson = climate change.",0
474,arson,GO #ScoMo! GO #Boris Johnson!,"2009 bushfires in Victoria: - 173 fatalities - Labor Govt &amp; Kevin Rudd - Caused by arson, power lines, lightning - Nobody…",1
475,arson,Port Alfred,Boats on fire in PA small boat harbour – arson suspected https://t.co/k7HGhdjLTQ via,1
476,arson,"Perth, Western Australia",The inquiry will show an alarming increase in the n… https://t.co/VAN8Gf8Cx3,1
477,arson,"Bengaluru, Karnataka",Police figures show far fewer people in Australia have been charged with bushfire arson https://t.co/8KPMNFSmcp https://t.co/VQeZhECrJm,1
478,arson,Indonesia,Map of 379k tweets from 190k accounts on Aus bushfires and arson. The narrative that arsonists (and not climate change) are res…,0
479,arson,,Rubbish Hillary! I am an Australian living near the fires &amp; the causes of the fires have been: 1. Arson with approx 200…,1
480,arson,"Victoria, Australia","We cannot stop bushfires, we must plan to live with them. This means significant change, including information and… https://t.co/XX4QCfV9h3",0
481,arson,,Emergency Services Commissioner Andrew Crisp says most Victorian fires started by lightening. Not aware of any police…,0
482,arson,Melbourne,The guy next to me is texting people “arson fact file” bushfire conspiracy theories 🤪🙃,0
483,arson,Australia,I've gotten a lot of hate mail for our latest article about the actual arson figures for this bushfire season. Some have accus…,0
484,arson,,"ℹ KNOW THE FACTS ℹ The has said that lightning, not arson, is predominantly responsible for starting this season's…",0
485,arson,"gehenna, probably",that's right im rdg caste heaven.... surprised no one's thought of arson,0
486,arson,,Ummah before everything. 'Eminent intellectuals' ready to make the most ridiculous of claims to provide cover to the foo…,0
487,arson,"Oregon, USA",Yeah because arson and poor forest management is not climate change.,0
488,arson,Nazi Germany,200 people were arrested for arson 😂,1
489,arson,,"Officials Charge Nearly 200 with Arson, Looting as Wildfires Rage https://t.co/sY2lhGhsGZ",1
490,arson,"California, USA","Theories are not facts. The earth has not ended since the last time Al Gore, the Democrats &amp; climate change advocates s…",0
491,arson,"Sydney, Perth and Oxford.",As fire chiefs in NSW have made clear there may be a few cases of arson but most fires are caused by ligh… https://t.co/7GDlTmGvrO,0
492,arson,England,Chichester man convicted of arson and assault https://t.co/HSQFTj8xFU,1
493,arson,,"...the lack of decent land management / strategies for fire prevention,… https://t.co/ieKcFNpZVs",0
494,arson,chicago,Ladies don’t ever go to jail for arson over a dusty ass cheating man in a c class 😩 is his date just sittin there waitin…,0
495,arson,,"it's not just arson that's starting the fires though, in some ar… https://t.co/n6keLJK9yB",0
496,arson,,John Brennan Sacked corrupt Ex CIA Director who was one of the people… https://t.co/7ylzHD8vo6,0
497,arson,日本 東京,"As part of our analysis of misinformation propagated about the Australian bushfires, has produced this detai…",0
498,arson,Australia,"TASA member et al. was in the recently on, ' #Bushfires, #bots and #arson claims: #Aus…",0
499,arson,"Oregon, USA",HE HAS A FUCKING HEART AND A LITTLE RAINBOW EMBROIDERED ONTO HIS PANTS IM GOING TO COMMIT ARSON https://t.co/hF30TdQGpy,0
500,arson,,‘I did not burn myself out for nothing’ -Jon Moxley Finally he get the match he committed arson for heheh Can’t wa… https://t.co/XRsENYSlI6,0
501,arson,"Kolkota, West Bengal","Violence, arson across West Bengal as strikers try to enforce bandh; 55 arrested in Kolkata - Times of India… https://t.co/bIMdUMDstT",1
502,arson,,Arson is not climate change. Arson is not climate change. Arson is not climate change. Arson is not climate change. Arson is…,0
503,arson,,"There's no doubt, , that officials are downplaying arson's role in Australia's fires (because they are global…",0
504,arson,🎯🚩🔥☸आर्यव्रत☸🔥🚩🎯,"Dr ji Pakistan,Bangladesh 'Terrorist' Elements Behind Anti-CAA Arson, Says Dr.Swamy Dr Swamy claimed…",0
505,arson,,Arson major factor in Australian Fires... https://t.co/X59fykaOdA,1
506,arson,"New Delhi, India","Anti CAA Protest:-Prof.Robin Verma released from Lucknow jail this morning. He was illegally detained, brutally tortured…",0
507,arson,"Perth, Western Australia","In response to those spreading misinformation about arson being behind the horrific bushfire season in Australia, here are…",1
508,arson,,"Actually, that claim about 200 people is the hoax. https://t.co/ilbnslmdeW",1
509,arson,"Queensland, Australia",Perhaps we should put out a companion piece of the biggest Arson deniers.,0
510,arsonist,NSW. Gumbaynggirr country.,The arsonist turns up with a fire extinguisher. https://t.co/WRpE2YRLue,0
511,arsonist,,The arsonist turns up with a fire extinguisher.,0
512,arsonist,,Bullying &amp; harassing people who disagree with your candidate’s assessment that a woman can’t beat Trump is not the path…,0
513,arsonist,"Melbourne Australia
",Equivalent of an arsonist that lights the fire then rushes in as a hero to put it out! Except this fi… https://t.co/xFebDYfVsa,0
514,arsonist,"Townsville, Queensland",Have I got this right #Arsonist in Chief of #AustraliaBurning Morrison is even smugger &amp; smirkier than usual bc he clai…,0
515,arsonist,,Fke news. None of the bush fires in Victoria were lit by arsonist.,1
516,arsonist,"Bengaluru, India","In Bhainsa of Nirmal district(Telangana), stone pelter and arsonist mobs have selectively targeted hindu properties, v…",0
517,arsonist,United States,It’s called 185 arsonist!,0
518,arsonist,Ciudad de Mexico,"""Morbius the Living Vampire""? I mean, ok. I can come up with names too. ""Garamondo the Dead Werewolf."" ""Camandrake the…",0
519,arsonist,Location,One of the blog confirms that voilence was linked to CAA and nrc protest. In Bhainsa of Nirma…,0
520,arsonist,Lasgidi,"Had two dreams , one bad and the other good . I was a hero in the second dream 😁😁😁😁😁. Even rode a 6 legged mystic… https://t.co/nAe63CJfZS",0
521,arsonist,"Hyderabad, India",This is what happening in Bhainsa elections collude betweenTRS-Aimim(arsonist mob) #Bhainsaattacked #Bhainsaburnt s… https://t.co/OlEigmtEcy,0
522,arsonist,Levi's mop,You mean a sea sandwich?,0
523,arsonist,"Paraparaumu, Kapiti Coast Dist",Love to see a billionaire talking about climate change. It's lik… https://t.co/t6KNAi9umn,0
524,arsonist,,Australia is burning because people intentionally set the bushes on fire to create panic that doesn't or… https://t.co/UjUGS9Mne1,0
525,arsonist,"Minnesota, USA","Trump is simply a political arsonist. He requires crisis and chaos to survive. If there is no crisis, he will create…",0
526,arsonist,"New Britain, CT","Tow-trucks and cigarette butts Toe-tags and body-bags Gunshots and raindrops-- At night, the city burned The sun w… https://t.co/kZP4lAixEj",0
527,arsonist,,Moving on very quickly from the bush fires you arsonist,0
528,arsonist,,"Trump is simply a political arsonist. He requires crisis and chaos to survive. If there is no crisis, he…",0
529,arsonist,https://youtu.be/7p5tWONPBp0,someone posted this in discord and agowijfaklw;fjlkawefsa https://t.co/pyqYmU2cGV,0
530,attack,"Kolkata, India",Where are the nationalist news anchors when it is time to question the motive of Davinder Singh ? A dubious officer who was…,0
531,attack,"Texas, USA",Warren is disappointed that Bernie is sending out people to challenge her and Bernie says Warren is doing the same to him. Th…,0
532,attack,,"This campaign would NEVER attack supporters. The script, which was not directed by the campaign, pointed…",0
533,attack,japan,#StarWars Skywalker Saga Lifetime #OscarNoms 🏆 A New Hope: 10 🏆 Empire Strikes Back: 3 🏆 Return of the Jedi: 5 🏆 Phanto…,0
534,attack,"New York, USA",Let me tell you something cause every time I post anything political I get attack all type of crazy .If you are a conservati…,0
535,attack,,[BLINK ATTACK] Goal: 2k RTs 200 comments #KillThisLove #FaveChoreography #iHeartAwards https://t.c…,0
536,attack,central Qld australia,"Trump shares horrific photo of bloodied corpse: The tweet that Trump shared said: ""Question: Who in America supports this m…",0
537,attack,"Shimla, Chandigarh India","Two militants were being escorted to Delhi by a police officer, possibly intending to commit a terrorist attack on Jan…",1
538,attack,United States,"In one week, I watched democrats... Attack a man who stopped a church shooting. Mourn over an Iranian terrorist. Blam…",1
539,attack,República de Moçambique,"When satan is lazy to attack you, he sends a broke guy with big a d*ck 🍆 into your life . Watch out ladies 🤣🤣🤣",0
540,attack,,Attack your local journalist https://t.co/SVuIFchljA,0
541,attack,Larrakia,"RT #FightExtremism ""The Taliban have claimed responsibility for a roadside bomb attack in Kandahar that killed two… https://t.co/7Ym9WSGKQp",1
542,attack,"Brisbane, Queensland","“Use Edited clips, Coordinated, vicious attack, ill-informed, malicious” seemed like appraisal discussion at India Today…",0
543,attack,Larrakia,"RT #FightExtremism ""An emboldened al-Shabab threatens to strike American targets around the world days after the So… https://t.co/wAfc8yVd5Z",1
544,attack,"Mumbai, India",मुस्लिम महिला छात्रों से गुंडागर्दी/POLICE ATTACK ON WOMEN STUDENT https://t.co/RKIDl9ohGA via,1
545,attack,"Thessaloniki, Greece",#Drone strikes by birds are surprisingly common and occur in many parts of the world. What professional dronists sa… https://t.co/aZTJJe5diz,1
546,attack,,It's an interesting question but principally because Prevent is so loosely defined. It is principall… https://t.co/YJREdou6zk,0
547,attack,0/2,You ever accidentally send a snap to an Internet personality and have a heart attack 😰😂,0
548,attack,Hell-on-Earth-Iowa,It is disingenuous for Bernie supporters to be leading an attack on Warren for her supposed attack on Sanders (which is what…,0
549,attack,"لاہور, پاکستان",Afzal Guru gets hanged to death in 2013 since he gave refugee to Parliament attack terrorist!He claimed he did so on t…,1
550,attack,"Dublin, Ireland",Boris currently in BBC breakfast referring to the POTUS as “Trump” and suggesting there was no reason for the UK to be…,0
551,attack,,The Fake News Media and their Democrat Partners are working hard to determine whether or not the future attack by terr…,0
552,attack,"Harlow, East",Genuinely Could NOT Agree With You More! I Have Been Abused by Harlow Council For 9+ Yrs C… https://t.co/0Iv4nGQ2aq,0
553,attack,Lao P.D.R,me having an anxiety attack trying to look normal so that nobody notices.,0
554,attack,,Remember the 2016 attack on the IAF base in Pathankot? The attackers came in the official car of Punjab Police SP Salwi…,1
555,attack,,Moments before taking a bucket full of d6 for the Sneak Attack. #dnd #dungeonsanddragons #dnd5e https://t.co/QotzVHVliW,0
556,attack,germany | 𝟣𝟫𝟢𝟨𝟢𝟩/𝟢𝟪,i tried to go to school today and everything was fine but now i sit outside of the classroom bc my hands started to… https://t.co/JDbcnqrOJH,0
557,attack,"Winterfell, Westeros",DSP Davinder Singh worked for JeM terrorists for money for decades. He admitted to torturing Afzal Guru whom he allegedly…,0
558,attack,"San Francisco, CA",BREAKING: #IranAttacks - we have just discovered an Interview from the Danish TV2 who has met with a soldier that was o…,0
559,attack,"Mumbai, India","Trolls launch mala fide campaign against India Today, use edited clips. This co-ordinated, vicious attack against …",0
560,attack,"MAGA🇺🇸KAG🇺🇸Oregon, USA","🤦🏻‍♂️👉 WELCOME 2 OREGON, THE LIBERAL STATE, 👉WHERE U CAN ATTACK A SECURITY GUARD W/ MACHETE WHILE USING…",0
561,attack,"Kaunas, Lithuania","At 8:07am local time two years ago today, human error, this text alert, escalating US-North Korea tensions, and the lack…",0
562,attack,Kansas,Not going to repost the hate speech from the president* today but find it vile that he would dress the Speaker in Muslim garb…,0
563,attack,"San Francisco, CA","Along with several other soldiers, the Danish sergeant waited several hours in a bunker in #Iraq for the #Iranian attac…",0
564,attack,Respect Hezbollah,"When Orientalism, Islamophobia, and anti-#Iran sentiment are used to attack people across the political aisle (this was retweet…",0
565,attack,Pune ;India,#Alert- This has raised serious questions on national security. I had raised this even during the Uri attack that they enter…,0
566,attack,CHENNAI,"Wheels within wheels. Davinder Singh, the #Kashmir senior cop held with weapons and two Lashkar/Jaish men in his car, is the…",0
567,attack,,money website my pinned tweet so Republicans launched a lil somthin beer future attack tweets far government lol have every thing like,0
568,attack,,"I love it when the possessed attack me on here;) Easily identified, the foot soldiers of hell are terrified. The truth shall set you free!",0
569,attack,"San Francisco, CA","Six hours before Iran sent missiles to two military bases in Iraq, the Danish govt and the Defense Force knew about the…",0
570,attack,,I'm tired of ppl always trying to attack cardi because she be speaking straight facts💯,0
571,attack,Berlin,#Kashmir DSP Davinder Singh's dramatic arrest with 2 militants has created big national security questions for India: E…,0
572,attack,Lincolnshire England.,German Hospital Forced to Hire Security Guards After ‘Refugees’ Physically Attack Nurses https://t.co/BkDDlcTDk5,0
573,attack,"Ballia, India","It is indeed incredible that 9 days after the attack on JNU, the exposes done by the media, the confession on national TV b…",0
574,attack,"Los Angeles, CA","""Make no mistake. This is a full-on attack on our 2020 election."" — on The New York Times report that Russians…",0
575,attack,"San Francisco, CA","Suddenly the first layer comes. 9 rockets, a ton each. It cannot be described. I've never experienced anything like it,…",0
576,attack,mumbai,"https://t.co/2NIgrcLoeq Elephants under attack - 400 in Sri Lanka - last year . Our habits , convenience and choices are…",1
577,attack,,"From 's today: ""Attacking another candidates’ supporters rather than her record is kind of obnoxious.""…",0
578,attack,,"If 0bama was still POTUS, the ChiComs would’ve stolen the presidency. Cuz no one in O’s administration would help Taiwa…",0
579,attack,UEE - Terra - Prime,"""We confirm the attack on our database by the #UEE, which has been stopped and sent back to the enemy… https://t.co/BKUBH95Kae",0
580,attack,"Riyadh, Saudi Arabia",Statement Following the Conclusion of Pensacola Naval Air Station Attack Investigation ⁦⁩ https://t.co…,0
581,attack,University of Nottingham,Ending 2019 with a long-awaited paper from &amp; Gorman Lab at showing hydrogel injection attenuate…,0
582,attack,"FCT Abuja, Nigeria ",This plank row hellset will attack you abs. https://t.co/5DIIh4wBIe,0
583,attack,India,‘Yehi Hai Wo Sanghi Ka Room.’ Bachelors Student From JNU Recalls January 5 Attack By ‘Leftist’ Mob https://t.co/jHAfGbcqYW vi…,0
584,attack,,"ok dont attack me on this, it's just a joke kslsk",0
585,attack,London,"They accepted responsibility, expressed regret and paid compensation ... all in a very short ti… https://t.co/WW071qrlWq",0
586,attack,,"Mob attacked Hindus, Burnt &amp; looted houses in Bhansia in Telangana. AIMIM party is behind the attack on Hindus https:/…",0
587,attack,,How about this? Of the 21 Saudi Muslim aviation students investigated in connection with the December 2019 Pensacola att…,0
588,attack,Creag Longairt and Paris,Labour candidate in ‘embarrassing’ attempt to attack Nicola Sturgeon https://t.co/AahCOJUw0v,0
589,attack,"San Francisco, CA","After the attack, the soldiers were surprised that the destruction was not greater. I would estimate that the nearest r…",1
590,attack,номe,Gegenpress and all out attack... Does leave you 1 CB down at the back but...turn it off once they re… https://t.co/92t1zCfJDh,0
591,attack,circus,I just zoom it and took ss and feel attack.. How our fansites stay alive?? 😳 😳 😳 https://t.co/xXTn2Ht5kB,0
592,attack,Savigny sur orge,NYT: Experts find evidence Russians hacked Ukrainian gas company | Engadget https://t.co/1UKfLO3IQH // dans la séri… https://t.co/Y7gbe84m2J,0
593,attack,,"A person could theoretically say ""Trump will attack a female nominee just like he did Hillary"" - I hear peopl…",0
594,attack,long island,Maybe I could be addicted. I’m not sure. It’s hard to put down because of that need to know whats going on at this… https://t.co/Rb6lyoM7XH,0
595,attack,,This is how our White blood cells attack a parasite. https://t.co/O35owVTgNX,0
596,attack,القدس,Stone throwing that killed Palestinian mother of 8 recognized as terror attack https://t.co/Gjz3cQC7Rl,1
597,attack,,what if iz*one is gonna disband too? that they just said that iz*one will resume so the fans won’t worry but in the… https://t.co/Zy16AGQe42,0
598,attack,,"Tumne Beta Mumbai attack ke Baad JHA2 kabara tha,kya? Tum sirf saboot mango. https://t.co/ek6VWvmBpz",0
599,attack,"London, England","I’m deeply troubled by the news of violent attack on individuals and properties at Bhainsa, Telangana. Such actions are…",1
600,attack,NYC,US expels 21 Saudi cadets after terrorist attack at base. Most had jihadist literature. 15 of the 19 9/11 hijackers were a…,1
601,attack,,"The media thinks of me as ""far-right"" just because I support the America First Trump agenda. Actually, I'm fiscally conse…",0
602,attack,,for his Participation in countering a Fidayeen Attack by Terrorists at District Police Lines Pulwahma on 25/26 Aug 2017 w…,1
603,attack,,US military base in Iraq a few days after Iran missile attack #Iranattack https://t.co/x2Q8QiXKVc via,1
604,attacked,Germany,I feel attacked. https://t.co/PrtvRimq6y,0
605,attacked,New Zealand,God is going to bless you in the same season the devil attacked you.,0
606,attacked,Follow for Follow,"Texas Democrat congressional candidate, , was violently attacked by Red Guards Austin, a revolutionary Comm…",0
607,attacked,,"URGENT: We need at least 318 more patriotic Americans to sign our card supporting our troops before midnight, and we’re missin…",0
608,attacked,Home,Did you just call me racist? 🤣 Britain is being attacked for being racist. Ergo: They… https://t.co/ZhA0maA05u,0
609,attacked,,"India Attacked by Islamic Terrorists (AGAIN) - Leftist Media Silent! Hundreds of Jihadists attacked Hindus, looted &amp; burned 1…",1
610,attacked,Somewhere in the Heavens,You know what My ascendant feels personally attacked,0
611,attacked,UK,"#USASupportsTerrorist 15 out of the 19 terrorist that ""attacked"" Americans on September 11, by flying planes into the World…",1
612,attacked,,20+ Hindus houses attacked &amp; burned in Telangana by peaceful Community. Stone pelted and houses looted. Even police perso…,1
613,attacked,"Perth, Western Australia",Id love to know how actually its just a different type of homophobia that happened to Wilson. He was a… https://t.co/mpXLgZUniA,0
614,attacked,"London, England","FT, emperor's got no clothes.. Biggest asset managers attacked over role in climate change Shareholders put pressure on BlackR…",0
615,attacked,Agnipath ka Mandua,Peacful mob attacked people in bhansia in adilabad district in Telangana. Pelted stones Looted houses Burnt vehicles ..…,0
616,attacked,Cascadia,Spot on. I fully expect #Bernie to be attacked on all sides at Tuesday's #DemDebate as and …,0
617,attacked,,"Some one asked me what it feels to have cancer. . It took me a while to figure it out, but to me having cancer feels li…",0
618,attacked,"Dwarka, New Delhi",Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,1
619,attacked,,"President Trump gave it all up to save this country. He gave up his billionaire lifestyle, successful business, popular T…",0
620,attacked,Arkansas,i feel attacked 😭 https://t.co/Jg0VPnKiUK,0
621,attacked,"London, England",Omg feeling attacked bc it’s true 🥺,0
622,attacked,"Alaska, USA",How do you snowflake- Trump hating idiots feel about Iran’s evil regime now? Last week you loved them! We aren’t against t…,0
623,attacked,BTS World,I feel attacked. https://t.co/jy5jPhzhEy,0
624,attacked,,"Who attacked Iran out of reason and breached their sovereignty, actually threatenin… https://t.co/i1YosfX7bX",1
625,attacked,,Jessica Yaniv just attacked outside the courthouse. His response: “Get away from me you f**king crazy f**ki…,0
626,attacked,Everywhere,"It's hard to have conversations about things we like, dislike, or have all around criticism for. P… https://t.co/iD35yJAZog",0
627,attacked,"Anchorage, AK",Literally attacked https://t.co/Cg9nEEaDxb,0
628,attacked,"मुंबई, भारत",Hindu Vahini Karyakarta house is Burnt &amp; attacked by MIM goondas in Bhansia should arrest…,1
629,attacked,"Milwaukee, WI","What kind of illusion are you under? bernie has been consistently attacked by the media, othe… https://t.co/DlWViUO6Nr",0
630,attacked,Earth,#Jansena Chief and cine star #PawanKalyan arrived at #Vizag airport and headed to Kakinada where his party men were at…,0
631,attacked,,Muslim mob attacked Hindu families in Telangana. Internet banned. #Secularism https://t.co/UqFkqE0zi4,1
632,attacked,"Bangalore, Karnataka, India",🔻 GDP % at 6 yr low 🔺 Inflation at 6 yr high 🔻 Nominal GDP% at 45 yr low 🔺 Unemployment at 45 yr high 🔺 Petrol @ 80 🔺 Oni…,0
633,attacked,Utopia,I feel SO ATTACKED rn https://t.co/yXBcSLffo4,0
634,attacked,Kirinyaga/Kenya,"It is with utmost acceptance of locusts' will, that we announce the decimation of CS Mwangi Kiunjuri 😂😂 He was attacked…",0
635,attacked,Chennai,"Congress demands Home Minister Amit Shah’s statement on Devinder Singh, asks What is DSP's connection to Parliament attack &amp;…",0
636,attacked,India,I thought I'll get attacked by some people for saying this 😅,0
637,attacked,"Lagos, Nigeria",Son and teenage girl arrested after couple attacked at Centurion home https://t.co/Wd9rbN13YV,0
638,attacked,AI Dungeon,You use unblocking spells to keep your horse running when it gets attacked.,0
639,attacked,United States,"YOU’VE BEEN SELECTED | MIDNIGHT DEADLINE: After Iran attacked our troops, they need to know folks at home have their backs. We…",1
640,attacked,manchester city forever,"The abuse I’ve had from this tweet has been unbelievable. I’ve been called a paedophile and a nonce, and been attacked ab…",0
641,attacked,,Video from #Iran Exact date &amp; location uncertain Source says people identified an undercover agent &amp; attacked him. Other…,0
642,attacked,"Ksabadi, Korba","#Bhainsa , 18 houses belonging to Hindus burnt and properties looted by Muslim mob : Local Muslim youth were enraged af…",0
643,attacked,,"Dear #XRPcommunity I Connected Dots and Took Heat For It I Have to Ask, Why Are All The Accounts Who Attacked Me Intentio…",0
644,attacked,iKONIC and ARMY,feeling attacked right now https://t.co/x59FZGR1Jb,0
645,attacked,bhavnagar,"The Congress attacked Modi and called him a Hindu Jinnah. Using words like Hindu Jinnah, Hindu terror… https://t.co/He10xfaSva",0
646,attacked,,Terrorists attacked people in Telangana Smaller districts of Bhainsa and Nirmal saw terror mob burned few places and tar…,1
647,attacked,whipped for kim doyoung,"shhh, we'll get attacked for wanting dontent (doyoung content) 😔",0
648,attacked,,These toxic by9ners dogged the “y’all started this mess” by saying “emang semuanya salah by9 lagi” omg im sorry but we’re never…,0
649,attacked,"Glasgow, Scotland","Solidarity with , a long-time fierce warrior for women's rights around the globe, who's now being attacked by…",0
650,attacked,"Dopehole,USA ",not long after #lifetime #survivingrkelly part 2 aired earlier this month one of his girlfriends went live on #faceboo…,0
651,attacked,ela/dela,I don't say playm is the best agency tho?? I agree they're suck at management and promote their artists but at least they…,0
652,attacked,,"Islamic Jihadist mob attacked Hindus, looted &amp; burnt 18 Houses &amp; their property in Bhainsa town of Nirmal dist,Telangana la…",1
653,attacked,"Carolina, Puerto Rico",Remember when Brie Larson said we needed more diversity in critics for THIS exact reason and the internet attacked her... he…,0
654,attacked,New York City,Clinton admitted he could have killed bin Laden in 1998 but chose not to https://t.co/IEaIg9TThI We know what that inact…,0
655,attacked,,Why have you stopped short with only ABVP and have not questioned the ABVP cadre who initiated the att… https://t.co/aVk3SHS4Uh,0
656,attacked,,Why did he have to be my 1st Bias 🙈 I am not ready to be attacked,0
657,attacked,,"So because I've not read, heard or seen Meghan being racially attacked its b/c Im white and all white people are ra… https://t.co/DzccMLENCg",0
658,attacked,,"The police recording brutally arrested a Muslim man in #Accrington, even though the Muslim man had volunteered ... but t…",0
659,attacked,heaven,"The defenseless people were being attacked &amp;shot from all sides by security forces &amp;plainclothes agents. Suddenly, three bul…",0
660,attacked,India,"Largscale violence in #Bhainsa, dist Nirmal of #Telangana. #Peacefuls attacked Hindus, looted &amp; burnt property, pelted stones…",0
661,attacked,London,I’m really sick and tired of them trying to sideline socialists like me. The LP is a broad church that…,0
662,attacked,,she ran away when i got closer and almost attacked me when i picked her up :(.,0
663,attacked,,Where’s Isabella I’m being attacked on twitter again,0
664,attacked,,Just looking for your comment in the 1500 protestors that were murdered by the iranian tyrannical govern… https://t.co/G6mi1lxEXz,0
665,avalanche,Hell,Washington has an avalanche rescue goat. His name is Mazama. https://t.co/RAvm6Nxz6B,0
666,avalanche,South Africa,petition for KFC to bring back the avalanche,0
667,avalanche,,BSF ‘Borderman’ killed in avalanche: On Jan 13 evening at 8:30 pm an avalanche hit a BSF deployment in Naugam sector on…,0
668,avalanche,"Bangalore, India","1 BSF soldier killed in avalanche in Kashmir's Naugam sector, 6 other personnel rescued.",1
669,avalanche,,"Very sad news coming in. 3 soldiers killed, 1 missing in avalanche in Machil sector.",1
670,avalanche,Vancouver,A skier caught in an avalanche in Banff National Park on Friday has died of her injuries https://t.co/tfqL1SiPVA https://t.co/gXX2rPjHS2,1
671,avalanche,"New York, USA",read everything Avalanche here! https://t.co/k1cBbCmrh3 #followtrain,0
672,avalanche,"Chennai, India","Five soldiers were trapped under the #avalanche, efforts are on to trace one missing soldier https://t.co/qPWN5ug5w7 #Machil",1
673,avalanche,"Hyderabad, BHARAT",Three Army soldiers were killed and another was missing after an avalanche hit their post in Machil sector along the LoC…,1
674,avalanche,"Pune, India",JUST IN: Avalanche strikes Indian Army post in Machil sector along LoC in Jammu &amp; Kashmir. 5 soldiers were believed to b…,1
675,avalanche,India,"4 soldiers, 5 civilians killed in avalanches in Jammu and Kashmir. https://t.co/jhOYNZJ74W https://t.co/cy8dFRz6VW",1
676,avalanche,"Indore, India",Terrible news coming from J&amp;K's Machil sector where we have lost 3 soldiers and one soldier is still missing as their p…,1
677,avalanche,India,"10 including 4 army soldiers, one BSF constable killed in #avalanches in #Kashmir https://t.co/00u3Qm1UCS #avalanche",1
678,avalanche,"Oregon, USA",Snowmobiler dies in Eastern Oregon avalanche - KTVZ https://t.co/CnJoXRE0pD,1
679,avalanche,Another World♥️♦️♠️♣️🃏💫⭐︎,Hi Respected #Friends Hello #TweeterWorld #Namaste 🙏 G.morning Everyone 🤗 Avalanche Effect At Shimla INDIA Enjoy The Be…,1
680,avalanche,Turkey,#SRINAGAR: A BSF jawan lost his life while six others were rescued after an avalanche along the Line of Control (LoC) in Ka…,1
681,avalanche,"Vadodara, India",JUST IN: BSF lost a *Borderman* in avalanche on 13th Jan evening when at 8:30PM an avalanche hit a BSF deployment in Nau…,1
682,avalanche,"Islamabad, Pakistan","Breaking News: At least 51 people have been killed in a snow avalanche in Neelum valley of Azad Kashmir , officials sa…",1
